background_objects,bounded_delta_max,branch_entropy_mean,branch_flip_rate,branch_loss_weight,constraint_violations_per_step,correct_on_violation,corrected_object_fraction,correction_entropy_threshold,correction_rate,correction_raw_delta_threshold,correction_stride,correction_violation_margin,delta_clip,delta_loss_weight,delta_norm_mean,delta_norm_penalty,delta_target_norm_slack,escalation_model,escalation_rate,escalation_success_rate,eval_sim_steps,final_majority_branch_ratio,finite_delta_clamp,grad_clip_norm,horizon,integrity_projection,model,multihorizon_loss_weight,multihorizon_train_steps,raw_delta_norm_mean,rollback_on_violation,rollback_rate,rollout_branch_accuracy,rollout_delta_scale,samples,seed,selected_k_mean,selective_correction,state_validity_penalty,target_object_trajectory_mse,train_sim_steps,trajectory_mse,trajectory_position_mse,trajectory_velocity_mse,unsafe_delta_reject_norm,unsafe_delta_rejection_rate
512,0.5,0.794594,0.03125,1.0,0.65,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,1.360311,0.0,0.5,,0.0,0.0,80,0.375,0.0,0.0,5,False,wpu-cws-indexed-mechanism-relation,0.0,,1.934043,False,0.0,0.8125,1.0,16,11,4.375,False,0.0,3.106595,80,0.014057,0.013816,0.014298,0.0,0.0
512,0.5,0.795434,0.034722,1.0,0.825,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,1.417062,0.0,0.5,,0.0,0.0,80,0.5,0.0,0.0,10,False,wpu-cws-indexed-mechanism-relation,0.0,,2.416593,False,0.0,0.75,1.0,16,11,4.375,False,0.0,11.412322,80,0.05724,0.058012,0.056468,0.0,0.0
512,0.5,0.68157,0.018229,1.0,0.895,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,1.627092,0.0,0.5,,0.0,0.0,80,0.625,0.0,0.0,25,False,wpu-cws-indexed-mechanism-relation,0.0,,4.370441,False,0.0,0.625,1.0,16,11,4.375,False,0.0,74.629591,80,0.431741,0.440608,0.422874,0.0,0.0
512,0.5,0.908601,0.0625,1.0,0.3,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,1.298708,0.0,0.5,,0.0,0.0,80,0.5,0.0,0.0,5,False,wpu-cws-indexed-mechanism-relation,0.0,,2.004011,False,0.0,0.75,1.0,16,13,4.375,False,0.0,11.449781,80,0.029021,0.033282,0.02476,0.0,0.0
512,0.5,0.972595,0.083333,1.0,0.425,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,1.400229,0.0,0.5,,0.0,0.0,80,0.5625,0.0,0.0,10,False,wpu-cws-indexed-mechanism-relation,0.0,,2.300561,False,0.0,0.5,1.0,16,13,4.375,False,0.0,69.55632,80,0.1652,0.247581,0.082818,0.0,0.0
512,0.5,1.028832,0.057292,1.0,0.7525,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,1.502947,0.0,0.5,,0.0,0.0,80,0.5625,0.0,0.0,25,False,wpu-cws-indexed-mechanism-relation,0.0,,4.113324,False,0.0,0.6875,1.0,16,13,4.375,False,0.0,577.398093,80,1.292111,2.217637,0.366586,0.0,0.0
512,0.5,0.901936,0.125,1.0,0.025,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,1.2645,0.0,0.5,,0.0,0.0,80,0.6875,0.0,0.0,5,False,wpu-cws-indexed-mechanism-relation,0.0,,2.464118,False,0.0,0.5,1.0,16,17,4.3125,False,0.0,12.628436,80,0.031299,0.046918,0.01568,0.0,0.0
512,0.5,0.958841,0.083333,1.0,0.075,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,1.317035,0.0,0.5,,0.0,0.0,80,0.875,0.0,0.0,10,False,wpu-cws-indexed-mechanism-relation,0.0,,3.106645,False,0.0,0.3125,1.0,16,17,4.3125,False,0.0,73.235288,80,0.175576,0.309571,0.041581,0.0,0.0
512,0.5,0.926656,0.033854,1.0,0.1325,False,0.0,0.0,0.0,0.0,1,0,0.0,0.1,1.539218,0.0,0.5,,0.0,0.0,80,0.9375,0.0,0.0,25,False,wpu-cws-indexed-mechanism-relation,0.0,,5.698411,False,0.0,0.3125,1.0,16,17,4.3125,False,0.0,620.678895,80,1.51436,2.720205,0.308514,0.0,0.0
